# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/agentstation/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,added_in,deprecated_in,node_status,notes
node:test,test.TestContext.snapshot,method,v22.3.0,,stable,
node:test,test.TestContext.test,method,v18.0.0,,stable,
node:test,test.TestContext.todo,method,v18.0.0,,stable,
node:test,test.TestContext.waitFor,method,v22.14.0,,stable,
node:test,test.TestsStream,class,v18.9.0,,stable,
node:test,test.TestsStream.test:complete,event,,,stable,
node:test,test.TestsStream.test:coverage,event,,,stable,
node:test,test.TestsStream.test:dequeue,event,,,stable,
node:test,test.TestsStream.test:diagnostic,event,,,stable,
node:test,test.TestsStream.test:enqueue,event,,,stable,
node:test,test.TestsStream.test:fail,event,,,stable,
node:test,test.TestsStream.test:pass,event,,,stable,
node:test,test.TestsStream.test:plan,event,,,stable,
node:test,test.TestsStream.test:start,event,,,stable,
node:test,test.TestsStream.test:stderr,event,,,stable,
node:test,test.TestsStream.test:stdout,event,,,stable,
node:test,test.TestsStream.test:summary,event,,,stable,
node:test,test.TestsStream.test:watch:drained,event,,,stable,
node:test,test.after,method,v18.8.0,,stable,
node:test,test.afterEach,method,v18.8.0,,stable,
node:test,test.before,method,v18.8.0,,stable,
node:test,test.beforeEach,method,v18.8.0,,stable,
node:test,test.describe,method,,,stable,
node:test,test.it,method,v18.6.0,,stable,
node:test,test.only,method,v22.0.0,,stable,
node:test,test.register,method,v22.14.0,,stable,
node:test,test.run,method,v18.9.0,,stable,
node:test,test.setDefaultSnapshotSerializers,method,v22.3.0,,stable,
node:test,test.setResolveSnapshotPath,method,v22.3.0,,stable,
node:test,test.skip,method,v22.0.0,,stable,
node:test,test.suite,method,v22.0.0,,stable,
node:test,test.todo,method,v22.0.0,,stable,
node:test/reporters,node:test/reporters,module,,,stable,placeholder module row; symbol extraction unresolved in first generated baseline
node:timers,timers.Immediate,class,,,stable,
node:timers,timers.Immediate.[Symbol.dispose],method,v20.5.0,,experimental,Experimental
node:timers,timers.Immediate.hasRef,method,v11.0.0,,stable,
node:timers,timers.Immediate.ref,method,v9.7.0,,stable,
node:timers,timers.Immediate.unref,method,v9.7.0,,stable,
node:timers,timers.Timeout,class,,,stable,
node:timers,timers.Timeout.[Symbol.dispose],method,v20.5.0,,experimental,Experimental
node:timers,timers.Timeout.[Symbol.toPrimitive],method,v14.9.0,,stable,
node:timers,timers.Timeout.close,method,v0.9.1,,stable,Legacy: Use [`clearTimeout()`][] instead.
node:timers,timers.Timeout.hasRef,method,v11.0.0,,stable,
node:timers,timers.Timeout.ref,method,v0.9.1,,stable,
node:timers,timers.Timeout.refresh,method,v10.2.0,,stable,
node:timers,timers.Timeout.unref,method,v0.9.1,,stable,
node:timers,timers.clearImmediate,method,v0.9.1,,stable,
node:timers,timers.clearInterval,method,v0.0.1,,stable,
node:timers,timers.clearTimeout,method,v0.0.1,,stable,
node:timers,timers.setImmediate,method,v0.9.1,,stable,
node:timers,timers.setInterval,method,v0.0.1,,stable,
node:timers,timers.setTimeout,method,v0.0.1,,stable,
node:timers,timers.wait,method,v17.3.0,,experimental,Experimental
node:timers,timers.yield,method,v17.3.0,,experimental,Experimental
node:tls,tls.SecurePair,class,v0.3.2,,deprecated,Deprecated: Use [`tls.TLSSocket`][] instead.
node:tls,tls.SecurePair.secure,event,v0.3.2,,stable,
node:tls,tls.Server,class,v0.3.2,,stable,
node:tls,tls.Server.OCSPRequest,event,v0.11.13,,stable,
node:tls,tls.Server.addContext,method,v0.5.3,,stable,
node:tls,tls.Server.address,method,v0.6.0,,stable,
node:tls,tls.Server.close,method,v0.3.2,,stable,
node:tls,tls.Server.connection,event,v0.3.2,,stable,
node:tls,tls.Server.getTicketKeys,method,v3.0.0,,stable,
node:tls,tls.Server.keylog,event,v12.3.0,,stable,
node:tls,tls.Server.listen,method,,,stable,
node:tls,tls.Server.newSession,event,v0.9.2,,stable,
node:tls,tls.Server.resumeSession,event,v0.9.2,,stable,
node:tls,tls.Server.secureConnection,event,v0.3.2,,stable,
node:tls,tls.Server.setSecureContext,method,v11.0.0,,stable,
node:tls,tls.Server.setTicketKeys,method,v3.0.0,,stable,
node:tls,tls.Server.tlsClientError,event,v6.0.0,,stable,
node:tls,tls.TLSSocket,class,v0.11.4,,stable,
node:tls,tls.TLSSocket.OCSPResponse,event,v0.11.13,,stable,
node:tls,tls.TLSSocket.address,method,v0.11.4,,stable,
node:tls,tls.TLSSocket.disableRenegotiation,method,v8.4.0,,stable,
node:tls,tls.TLSSocket.enableTrace,method,v12.2.0,,stable,
node:tls,tls.TLSSocket.exportKeyingMaterial,method,v13.10.0,,stable,
node:tls,tls.TLSSocket.getCertificate,method,v11.2.0,,stable,
node:tls,tls.TLSSocket.getCipher,method,v0.11.4,,stable,
node:tls,tls.TLSSocket.getEphemeralKeyInfo,method,v5.0.0,,stable,
node:tls,tls.TLSSocket.getFinished,method,v9.9.0,,stable,
node:tls,tls.TLSSocket.getPeerCertificate,method,v0.11.4,,stable,
node:tls,tls.TLSSocket.getPeerFinished,method,v9.9.0,,stable,
node:tls,tls.TLSSocket.getPeerX509Certificate,method,v15.9.0,,stable,
node:tls,tls.TLSSocket.getProtocol,method,v5.7.0,,stable,
node:tls,tls.TLSSocket.getSession,method,v0.11.4,,stable,
node:tls,tls.TLSSocket.getSharedSigalgs,method,v12.11.0,,stable,
node:tls,tls.TLSSocket.getTLSTicket,method,v0.11.4,,stable,
node:tls,tls.TLSSocket.getX509Certificate,method,v15.9.0,,stable,
node:tls,tls.TLSSocket.isSessionReused,method,v0.5.6,,stable,
node:tls,tls.TLSSocket.keylog,event,v12.3.0,,stable,
node:tls,tls.TLSSocket.renegotiate,method,v0.11.8,,stable,
node:tls,tls.TLSSocket.secure,event,v0.11.4,,stable,
node:tls,tls.TLSSocket.secureConnect,event,v0.11.4,,stable,
node:tls,tls.TLSSocket.session,event,v11.10.0,,stable,
node:tls,tls.TLSSocket.setKeyCert,method,v22.5.0,,stable,
node:tls,tls.TLSSocket.setMaxSendFragment,method,v0.11.11,,stable,
node:tls,tls.checkServerIdentity,method,v0.8.4,,stable,
node:tls,tls.connect,method,v0.11.3,,stable,
node:tls,tls.createSecureContext,method,v0.11.13,,stable,
node:tls,tls.createSecurePair,method,v0.3.2,,deprecated,Deprecated: Use [`tls.TLSSocket`][] instead.
node:tls,tls.createServer,method,v0.3.2,,stable,
node:tls,tls.getCACertificates,method,v22.15.0,,stable,
node:tls,tls.getCiphers,method,v0.10.2,,stable,
node:tls,tls.setDefaultCACertificates,method,v22.19.0,,stable,
node:trace_events,node:trace_events,module,,,stable,placeholder module row; symbol extraction unresolved in first generated baseline
node:tty,tty.ReadStream,class,v0.5.8,,stable,
node:tty,tty.ReadStream.setRawMode,method,v0.7.7,,stable,
node:tty,tty.WriteStream,class,v0.5.8,,stable,
node:tty,tty.WriteStream.clearLine,method,v0.7.7,,stable,
node:tty,tty.WriteStream.clearScreenDown,method,v0.7.7,,stable,
node:tty,tty.WriteStream.cursorTo,method,v0.7.7,,stable,
node:tty,tty.WriteStream.getColorDepth,method,v9.9.0,,stable,
node:tty,tty.WriteStream.getWindowSize,method,v0.7.7,,stable,
node:tty,tty.WriteStream.hasColors,method,v11.13.0,,stable,
node:tty,tty.WriteStream.moveCursor,method,v0.7.7,,stable,
node:tty,tty.WriteStream.resize,event,v0.7.7,,stable,
node:tty,tty.isatty,method,v0.5.8,,stable,
node:url,url.URL,class,v7.0.0,,stable,
node:url,url.URL.canParse,method,v19.9.0,,stable,
node:url,url.URL.createObjectURL,method,v16.7.0,,stable,
node:url,url.URL.parse,method,v22.1.0,,stable,
node:url,url.URL.revokeObjectURL,method,v16.7.0,,stable,
node:url,url.URL.toJSON,method,v7.7.0,,stable,
node:url,url.URL.toString,method,,,stable,
node:url,url.URLSearchParams,class,v7.5.0,,stable,
node:url,url.URLSearchParams.[Symbol.iterator],method,,,stable,
node:url,url.URLSearchParams.append,method,,,stable,
node:url,url.URLSearchParams.delete,method,,,stable,
node:url,url.URLSearchParams.entries,method,,,stable,
node:url,url.URLSearchParams.forEach,method,,,stable,
node:url,url.URLSearchParams.get,method,,,stable,
node:url,url.URLSearchParams.getAll,method,,,stable,
node:url,url.URLSearchParams.has,method,,,stable,
node:url,url.URLSearchParams.keys,method,,,stable,
node:url,url.URLSearchParams.set,method,,,stable,
node:url,url.URLSearchParams.sort,method,v7.7.0,,stable,
node:url,url.URLSearchParams.toString,method,,,stable,
node:url,url.URLSearchParams.values,method,,,stable,
node:url,url.domainToASCII,method,v7.4.0,,stable,
node:url,url.domainToUnicode,method,v7.4.0,,stable,
node:url,url.fileURLToPath,method,v10.12.0,,stable,
node:url,url.fileURLToPathBuffer,method,,,stable,
node:url,url.format,method,v7.6.0,,stable,
node:url,url.parse,method,v0.1.25,,deprecated,Deprecated: Use the WHATWG URL API instead.
node:url,url.pathToFileURL,method,v10.12.0,,stable,
node:url,url.resolve,method,v0.1.25,,stable,
node:url,url.urlToHttpOptions,method,v15.7.0,,stable,
node:util,util.MIMEParams,class,v19.1.0,,stable,
node:util,util.MIMEParams.[Symbol.iterator],method,,,stable,
node:util,util.MIMEParams.delete,method,,,stable,
node:util,util.MIMEParams.entries,method,,,stable,
node:util,util.MIMEParams.get,method,,,stable,
node:util,util.MIMEParams.has,method,,,stable,
node:util,util.MIMEParams.keys,method,,,stable,
node:util,util.MIMEParams.set,method,,,stable,
node:util,util.MIMEParams.values,method,,,stable,
node:util,util.MIMEType,class,v19.1.0,,stable,
node:util,util.MIMEType.toJSON,method,,,stable,
node:util,util.MIMEType.toString,method,,,stable,
node:util,util.TextDecoder,class,v8.3.0,,stable,
node:util,util.TextDecoder.decode,method,,,stable,
node:util,util.TextEncoder,class,v8.3.0,,stable,
node:util,util.TextEncoder.encode,method,,,stable,
node:util,util.TextEncoder.encodeInto,method,v12.11.0,,stable,
node:util,util._extend,method,v0.7.5,,deprecated,Deprecated: Use [`Object.assign()`][] instead.
node:util,util.aborted,method,v19.7.0,,stable,
node:util,util.callbackify,method,v8.2.0,,stable,
node:util,util.debug,method,v14.9.0,,stable,
node:util,util.debuglog,method,v0.11.3,,stable,
node:util,util.deprecate,method,v0.8.0,,stable,
node:util,util.diff,method,v22.15.0,,experimental,Experimental
node:util,util.format,method,v0.5.3,,stable,
node:util,util.formatWithOptions,method,v10.0.0,,stable,
node:util,util.getCallSites,method,v22.9.0,,experimental,.1 - Active development
node:util,util.getSystemErrorMap,method,v16.0.0,,stable,
node:util,util.getSystemErrorMessage,method,v22.12.0,,stable,
node:util,util.getSystemErrorName,method,v9.7.0,,stable,
node:util,util.inherits,method,v0.3.0,,stable,Legacy: Use ES2015 class syntax and `extends` keyword instead.
node:util,util.inspect,method,v0.3.0,,stable,
node:util,util.isAnyArrayBuffer,method,v10.0.0,,stable,
node:util,util.isArgumentsObject,method,v10.0.0,,stable,
node:util,util.isArray,method,v0.6.0,,deprecated,Deprecated: Use [`Array.isArray()`][] instead.
node:util,util.isArrayBuffer,method,v10.0.0,,stable,
node:util,util.isArrayBufferView,method,v10.0.0,,stable,
node:util,util.isAsyncFunction,method,v10.0.0,,stable,
node:util,util.isBigInt64Array,method,v10.0.0,,stable,
node:util,util.isBigIntObject,method,v10.4.0,,stable,
node:util,util.isBigUint64Array,method,v10.0.0,,stable,
node:util,util.isBoolean,method,v0.11.5,,deprecated,Deprecated: Use `typeof value === 'boolean'` instead.
node:util,util.isBooleanObject,method,v10.0.0,,stable,
node:util,util.isBoxedPrimitive,method,v10.11.0,,stable,
node:util,util.isBuffer,method,v0.11.5,,deprecated,Deprecated: Use [`Buffer.isBuffer()`][] instead.
node:util,util.isCryptoKey,method,v16.2.0,,stable,
node:util,util.isDataView,method,v10.0.0,,stable,
node:util,util.isDate,method,v0.6.0,,deprecated,Deprecated: Use [`util.types.isDate()`][] instead.
node:util,util.isDeepStrictEqual,method,v9.0.0,,stable,
node:util,util.isError,method,v0.6.0,,deprecated,Deprecated: Use [`util.types.isNativeError()`][] instead.
node:util,util.isExternal,method,v10.0.0,,stable,
node:util,util.isFloat16Array,method,v22.16.0,,stable,
node:util,util.isFloat32Array,method,v10.0.0,,stable,
node:util,util.isFloat64Array,method,v10.0.0,,stable,
node:util,util.isFunction,method,v0.11.5,,deprecated,Deprecated: Use `typeof value === 'function'` instead.
node:util,util.isGeneratorFunction,method,v10.0.0,,stable,
node:util,util.isGeneratorObject,method,v10.0.0,,stable,
node:util,util.isInt16Array,method,v10.0.0,,stable,
node:util,util.isInt32Array,method,v10.0.0,,stable,
node:util,util.isInt8Array,method,v10.0.0,,stable,
node:util,util.isKeyObject,method,v16.2.0,,stable,
node:util,util.isMap,method,v10.0.0,,stable,
node:util,util.isMapIterator,method,v10.0.0,,stable,
node:util,util.isModuleNamespaceObject,method,v10.0.0,,stable,
node:util,util.isNativeError,method,v10.0.0,,stable,
node:util,util.isNull,method,v0.11.5,,deprecated,Deprecated: Use `value === null` instead.
node:util,util.isNullOrUndefined,method,v0.11.5,,deprecated,Deprecated: Use `value === undefined || value === null` instead.
node:util,util.isNumber,method,v0.11.5,,deprecated,Deprecated: Use `typeof value === 'number'` instead.
node:util,util.isNumberObject,method,v10.0.0,,stable,
node:util,util.isObject,method,v0.11.5,,deprecated,Deprecated: Use `value !== null && typeof value === 'object'` instead.
node:util,util.isPrimitive,method,v0.11.5,,deprecated,Deprecated: Use `(typeof value !== 'object' && typeof value !== 'function') || value === null` instead.
node:util,util.isPromise,method,v10.0.0,,stable,
node:util,util.isProxy,method,v10.0.0,,stable,
node:util,util.isRegExp,method,v0.6.0,,deprecated,Deprecated
node:util,util.isSet,method,v10.0.0,,stable,
node:util,util.isSetIterator,method,v10.0.0,,stable,
node:util,util.isSharedArrayBuffer,method,v10.0.0,,stable,
node:util,util.isString,method,v0.11.5,,deprecated,Deprecated: Use `typeof value === 'string'` instead.
node:util,util.isStringObject,method,v10.0.0,,stable,
node:util,util.isSymbol,method,v0.11.5,,deprecated,Deprecated: Use `typeof value === 'symbol'` instead.
node:util,util.isSymbolObject,method,v10.0.0,,stable,
node:util,util.isTypedArray,method,v10.0.0,,stable,
node:util,util.isUint16Array,method,v10.0.0,,stable,
node:util,util.isUint32Array,method,v10.0.0,,stable,
node:util,util.isUint8Array,method,v10.0.0,,stable,
node:util,util.isUint8ClampedArray,method,v10.0.0,,stable,
node:util,util.isUndefined,method,v0.11.5,,deprecated,Deprecated: Use `value === undefined` instead.
node:util,util.isWeakMap,method,v10.0.0,,stable,
node:util,util.isWeakSet,method,v10.0.0,,stable,
node:util,util.log,method,v0.3.0,,deprecated,Deprecated: Use a third party module instead.
node:util,util.parseArgs,method,v18.3.0,,stable,
node:util,util.parseEnv,method,v21.7.0,,stable,
node:util,util.promisify,method,v8.0.0,,stable,
node:util,util.setTraceSigInt,method,v22.19.0,,stable,
node:util,util.stripVTControlCharacters,method,v16.11.0,,stable,
node:util,util.styleText,method,v21.7.0,,stable,
node:util,util.toUSVString,method,v16.8.0,,stable,
node:util,util.transferableAbortController,method,v18.11.0,,stable,
node:util,util.transferableAbortSignal,method,v18.11.0,,stable,
node:v8,v8.DefaultDeserializer,class,v8.0.0,,stable,
node:v8,v8.DefaultSerializer,class,v8.0.0,,stable,
node:v8,v8.Deserializer,class,v8.0.0,,stable,
node:v8,v8.Deserializer._readHostObject,method,,,stable,
node:v8,v8.Deserializer.getWireFormatVersion,method,,,stable,
node:v8,v8.Deserializer.readDouble,method,,,stable,
node:v8,v8.Deserializer.readHeader,method,,,stable,
node:v8,v8.Deserializer.readRawBytes,method,,,stable,
node:v8,v8.Deserializer.readUint32,method,,,stable,
node:v8,v8.Deserializer.readUint64,method,,,stable,
node:v8,v8.Deserializer.readValue,method,,,stable,
node:v8,v8.Deserializer.transferArrayBuffer,method,,,stable,
node:v8,v8.GCProfiler,class,v19.6.0,,stable,
node:v8,v8.GCProfiler.start,method,v19.6.0,,stable,
node:v8,v8.GCProfiler.stop,method,v19.6.0,,stable,
node:v8,v8.Serializer,class,v8.0.0,,stable,
node:v8,v8.Serializer._getDataCloneError,method,,,stable,
node:v8,v8.Serializer._getSharedArrayBufferId,method,,,stable,
node:v8,v8.Serializer._setTreatArrayBufferViewsAsHostObjects,method,,,stable,
node:v8,v8.Serializer._writeHostObject,method,,,stable,
node:v8,v8.Serializer.releaseBuffer,method,,,stable,
node:v8,v8.Serializer.transferArrayBuffer,method,,,stable,
node:v8,v8.Serializer.writeDouble,method,,,stable,
node:v8,v8.Serializer.writeHeader,method,,,stable,
node:v8,v8.Serializer.writeRawBytes,method,,,stable,
node:v8,v8.Serializer.writeUint32,method,,,stable,
node:v8,v8.Serializer.writeUint64,method,,,stable,
node:v8,v8.Serializer.writeValue,method,,,stable,
node:v8,v8.addDeserializeCallback,method,v18.6.0,,stable,
node:v8,v8.addSerializeCallback,method,v18.6.0,,stable,
node:v8,v8.after,method,,,stable,
node:v8,v8.before,method,,,stable,
node:v8,v8.cachedDataVersionTag,method,v8.0.0,,stable,
node:v8,v8.createHook,method,v17.1.0,,stable,
node:v8,v8.deserialize,method,v8.0.0,,stable,
node:v8,v8.getCppHeapStatistics,method,,,stable,
node:v8,v8.getHeapCodeStatistics,method,v12.8.0,,stable,
node:v8,v8.getHeapSnapshot,method,v11.13.0,,stable,
node:v8,v8.getHeapSpaceStatistics,method,v6.0.0,,stable,
node:v8,v8.getHeapStatistics,method,v1.0.0,,stable,
node:v8,v8.init,method,,,stable,
node:v8,v8.isBuildingSnapshot,method,v18.6.0,,stable,
node:v8,v8.isStringOneByteRepresentation,method,v22.15.0,,stable,
node:v8,v8.onAfter,method,v17.1.0,,stable,
node:v8,v8.onBefore,method,v17.1.0,,stable,
node:v8,v8.onInit,method,v17.1.0,,stable,
node:v8,v8.onSettled,method,v17.1.0,,stable,
node:v8,v8.queryObjects,method,v22.0.0,,experimental,.1 - Active development
node:v8,v8.serialize,method,v8.0.0,,stable,
node:v8,v8.setDeserializeMainFunction,method,v18.6.0,,stable,
node:v8,v8.setFlagsFromString,method,v1.0.0,,stable,
node:v8,v8.setHeapSnapshotNearHeapLimit,method,v18.10.0,,stable,
node:v8,v8.settled,method,,,stable,
node:v8,v8.stopCoverage,method,v15.1.0,,stable,
node:v8,v8.takeCoverage,method,v15.1.0,,stable,
node:v8,v8.writeHeapSnapshot,method,v11.13.0,,stable,
node:vm,vm.Module,class,v13.0.0,,experimental,Experimental
node:vm,vm.Module.evaluate,method,,,stable,
node:vm,vm.Module.link,method,,,stable,
node:vm,vm.Script,class,v0.3.1,,stable,
node:vm,vm.Script.createCachedData,method,v10.6.0,,stable,
node:vm,vm.Script.runInContext,method,v0.3.1,,stable,
node:vm,vm.Script.runInNewContext,method,v0.3.1,,stable,
node:vm,vm.Script.runInThisContext,method,v0.3.1,,stable,
node:vm,vm.SourceTextModule,class,v9.6.0,,experimental,Experimental
node:vm,vm.SourceTextModule.createCachedData,method,v13.7.0,,stable,
node:vm,vm.SourceTextModule.instantiate,method,v22.21.0,,stable,
node:vm,vm.SourceTextModule.linkRequests,method,v22.21.0,,stable,
node:vm,vm.SyntheticModule,class,v13.0.0,,experimental,Experimental
node:vm,vm.SyntheticModule.setExport,method,v13.0.0,,stable,
node:vm,vm.compileFunction,method,v10.10.0,,stable,
node:vm,vm.createContext,method,v0.3.1,,stable,
node:vm,vm.isContext,method,v0.11.7,,stable,
node:vm,vm.measureMemory,method,v13.10.0,,experimental,Experimental
node:vm,vm.runInContext,method,v0.3.1,,stable,
node:vm,vm.runInNewContext,method,v0.3.1,,stable,
node:vm,vm.runInThisContext,method,v0.3.1,,stable,
node:wasi,wasi.WASI,class,v13.3.0,,stable,
node:wasi,wasi.WASI.getImportObject,method,v19.8.0,,stable,
node:wasi,wasi.WASI.initialize,method,v14.6.0,,stable,
node:wasi,wasi.WASI.start,method,v13.3.0,,stable,
node:worker_threads,worker_threads.BroadcastChannel,class,v15.4.0,,stable,
node:worker_threads,worker_threads.BroadcastChannel.close,method,v15.4.0,,stable,
node:worker_threads,worker_threads.BroadcastChannel.postMessage,method,v15.4.0,,stable,
node:worker_threads,worker_threads.BroadcastChannel.ref,method,v15.4.0,,stable,
node:worker_threads,worker_threads.BroadcastChannel.unref,method,v15.4.0,,stable,
node:worker_threads,worker_threads.MessageChannel,class,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort,class,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.close,event,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.close,method,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.hasRef,method,v18.1.0,,stable,
node:worker_threads,worker_threads.MessagePort.message,event,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.messageerror,event,v14.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.postMessage,method,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.ref,method,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.start,method,v10.5.0,,stable,
node:worker_threads,worker_threads.MessagePort.unref,method,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker,class,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.[Symbol.asyncDispose],method,v22.18.0,,stable,
node:worker_threads,worker_threads.Worker.cpuUsage,method,v22.19.0,,stable,
node:worker_threads,worker_threads.Worker.error,event,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.eventLoopUtilization,method,v15.1.0,,stable,
node:worker_threads,worker_threads.Worker.exit,event,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.getHeapSnapshot,method,v13.9.0,,stable,
node:worker_threads,worker_threads.Worker.getHeapStatistics,method,v22.16.0,,stable,
node:worker_threads,worker_threads.Worker.message,event,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.messageerror,event,v14.5.0,,stable,
node:worker_threads,worker_threads.Worker.online,event,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.postMessage,method,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.ref,method,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.startCpuProfile,method,v22.20.0,,stable,
node:worker_threads,worker_threads.Worker.terminate,method,v10.5.0,,stable,
node:worker_threads,worker_threads.Worker.unref,method,v10.5.0,,stable,
node:worker_threads,worker_threads.getEnvironmentData,method,v15.12.0,,stable,
node:worker_threads,worker_threads.isMarkedAsUntransferable,method,v21.0.0,,stable,
node:worker_threads,worker_threads.markAsUncloneable,method,v22.10.0,,stable,
node:worker_threads,worker_threads.markAsUntransferable,method,v14.5.0,,stable,
node:worker_threads,worker_threads.moveMessagePortToContext,method,v11.13.0,,stable,
node:worker_threads,worker_threads.postMessageToThread,method,v22.5.0,,experimental,.1 - Active development
node:worker_threads,worker_threads.receiveMessageOnPort,method,v12.3.0,,stable,
node:worker_threads,worker_threads.setEnvironmentData,method,v15.12.0,,stable,
node:zlib,zlib.BrotliCompress,class,v11.7.0,,stable,
node:zlib,zlib.BrotliDecompress,class,v11.7.0,,stable,
node:zlib,zlib.Deflate,class,v0.5.8,,stable,
node:zlib,zlib.DeflateRaw,class,v0.5.8,,stable,
node:zlib,zlib.Gunzip,class,v0.5.8,,stable,
node:zlib,zlib.Gzip,class,v0.5.8,,stable,
node:zlib,zlib.Inflate,class,v0.5.8,,stable,
node:zlib,zlib.InflateRaw,class,v0.5.8,,stable,
node:zlib,zlib.Unzip,class,v0.5.8,,stable,
node:zlib,zlib.ZlibBase,class,v0.5.8,,stable,
node:zlib,zlib.ZlibBase.close,method,v0.9.4,,stable,
node:zlib,zlib.ZlibBase.flush,method,v0.5.8,,stable,
node:zlib,zlib.ZlibBase.params,method,v0.11.4,,stable,
node:zlib,zlib.ZlibBase.reset,method,v0.7.0,,stable,
node:zlib,zlib.ZstdCompress,class,v22.15.0,,experimental,Experimental
node:zlib,zlib.ZstdDecompress,class,v22.15.0,,experimental,Experimental
node:zlib,zlib.brotliCompress,method,v11.7.0,,stable,
node:zlib,zlib.brotliCompressSync,method,v11.7.0,,stable,
node:zlib,zlib.brotliDecompress,method,v11.7.0,,stable,
node:zlib,zlib.brotliDecompressSync,method,v11.7.0,,stable,
node:zlib,zlib.crc32,method,v22.2.0,,stable,
node:zlib,zlib.createBrotliCompress,method,v11.7.0,,stable,
node:zlib,zlib.createBrotliDecompress,method,v11.7.0,,stable,
node:zlib,zlib.createDeflate,method,v0.5.8,,stable,
node:zlib,zlib.createDeflateRaw,method,v0.5.8,,stable,
node:zlib,zlib.createGunzip,method,v0.5.8,,stable,
node:zlib,zlib.createGzip,method,v0.5.8,,stable,
node:zlib,zlib.createInflate,method,v0.5.8,,stable,
node:zlib,zlib.createInflateRaw,method,v0.5.8,,stable,
node:zlib,zlib.createUnzip,method,v0.5.8,,stable,
node:zlib,zlib.createZstdCompress,method,v22.15.0,,experimental,Experimental
node:zlib,zlib.createZstdDecompress,method,v22.15.0,,experimental,Experimental
node:zlib,zlib.deflate,method,v0.6.0,,stable,
node:zlib,zlib.deflateRaw,method,v0.6.0,,stable,
node:zlib,zlib.deflateRawSync,method,v0.11.12,,stable,
node:zlib,zlib.deflateSync,method,v0.11.12,,stable,
node:zlib,zlib.gunzip,method,v0.6.0,,stable,
node:zlib,zlib.gunzipSync,method,v0.11.12,,stable,
node:zlib,zlib.gzip,method,v0.6.0,,stable,
node:zlib,zlib.gzipSync,method,v0.11.12,,stable,
node:zlib,zlib.inflate,method,v0.6.0,,stable,
node:zlib,zlib.inflateRaw,method,v0.6.0,,stable,
node:zlib,zlib.inflateRawSync,method,v0.11.12,,stable,
node:zlib,zlib.inflateSync,method,v0.11.12,,stable,
node:zlib,zlib.unzip,method,v0.6.0,,stable,
node:zlib,zlib.unzipSync,method,v0.11.12,,stable,
node:zlib,zlib.zstdCompress,method,v22.15.0,,experimental,Experimental
node:zlib,zlib.zstdCompressSync,method,v22.15.0,,experimental,Experimental
node:zlib,zlib.zstdDecompress,method,v22.15.0,,stable,
node:zlib,zlib.zstdDecompressSync,method,v22.15.0,,experimental,Experimental
